index,iso3,year,median,emissions
0,AFG,1990,48.9788721041805,22.922112144756476
1,AFG,1995,59.3527315946923,27.777078386315996
2,AFG,2000,63.1371641196817,29.548192808011038
3,AFG,2005,51.6129663903283,24.154868270673646
4,AFG,2010,50.9815021890713,23.85934302448537
5,AFG,2015,41.9633647496917,19.638854702855717
6,AFG,2018,44.8921401197834,21.009521576058628
7,ARE,1990,20.3858479420941,9.540576836900039
8,ARE,1995,24.5109255810332,11.471113171923538
9,ARE,2000,18.5364557588506,8.675061295142081
10,ARE,2005,33.6512465806464,15.748783399742516
11,ARE,2010,59.8772242060889,28.022540928449605
12,ARE,2015,61.0966462909054,28.593230464143726
13,ARE,2018,57.0681255968984,26.70788277934845
14,BHR,1990,23.3199165903929,10.913720964303877
15,BHR,1995,26.5676528384222,12.43366152838159
16,BHR,2000,26.7719298365157,12.529263163489349
17,BHR,2005,32.9777494782416,15.43358675581707
18,BHR,2010,32.7130650313698,15.309714434681068
19,BHR,2015,31.4881377368934,14.73644846086611
20,BHR,2018,31.5816127595746,14.780194771480913
21,DJI,1990,59.8824582096053,28.024990442095284
22,DJI,1995,60.5673215286817,28.345506475423036
23,DJI,2000,53.8163264739662,25.18604078981618
24,DJI,2005,41.8079542247574,19.566122577186462
25,DJI,2010,74.677122512668,34.948893335928624
26,DJI,2015,30.9380191813196,14.478992976857572
27,DJI,2018,25.3427136661562,11.860389995761102
28,EGY,1990,19.8780688855779,9.302936238450458
29,EGY,1995,25.5164230607689,11.941685992439846
30,EGY,2000,28.6458714630142,13.406267844690646
31,EGY,2005,42.8074236317958,20.033874259680434
32,EGY,2010,37.8873768401639,17.731292361196708
33,EGY,2015,27.6806630006017,12.954550284281595
34,EGY,2018,28.4795560760337,13.328432243583771
35,IRN,1990,8.93121974262911,4.179810839550424
36,IRN,1995,9.47910844738483,4.436222753376101
37,IRN,2000,10.6674334682734,4.992358863151951
38,IRN,2005,10.6471006510243,4.982843104679373
39,IRN,2010,10.0306499702381,4.694344186071431
40,IRN,2015,8.6050686774934,4.02717214106691
41,IRN,2018,9.22910171738457,4.319219603735979
42,IRQ,1990,39.1157104531875,18.30615249209175
43,IRQ,1995,52.0596771164002,24.363928890475293
44,IRQ,2000,41.6349762489044,19.48516888448726
45,IRQ,2005,37.7115107241706,17.648987018911843
46,IRQ,2010,37.8400058514196,17.709122738464373
47,IRQ,2015,35.5057223636556,16.616678066190822
48,IRQ,2018,36.4214740779145,17.045249868463987
49,JOR,1990,23.5736568354454,11.032471398988449
50,JOR,1995,25.4854561010811,11.927193455305954
51,JOR,2000,27.6002042626805,12.916895594934473
52,JOR,2005,33.4453733409983,15.652434723587204
53,JOR,2010,30.1278041189108,14.099812327650254
54,JOR,2015,22.8483277987351,10.693017409808027
